id,hand_player,opponent_high_card,opponent_high_card_suit,opponent_medium_card,opponent_medium_card_suit,opponent_low_card,opponent_low_card_suit,self_high_card,self_high_card_suit,self_medium_card,self_medium_card_suit,self_low_card,self_low_card_suit,opponent_round_0,self_round_0,opponent_round_1,self_round_1,opponent_round_2,self_round_2,round_1_winner,round_2_winner,round_3_winner,who_asked_envido,who_asked_falta_envido,who_asked_real_envido,opponent_points_envido,self_points_envido,who_refused_envido,who_won_envido,balance_envido,who_asked_flor,who_asked_contra_flor,who_asked_contra_flor_resto,who_asked_truco,when_asked_truco,who_asked_retruco,when_asked_retruco,who_asked_vale_quatro,when_asked_vale_quatro,who_refused_truco,who_won_truco,balance_truco,opponent_old_points,self_old_points,opponent_new_points,self_new_points,opponent_hand_balance,self_hand_balance,opponent_hand_quality,self_hand_quality
1589,2,52,1,7,4,6,3,50,1,8,4,1,4,6,1,7,8,-15,50,1,2,2,0,1,0,21,25,2,2,1,NULL,NULL,NULL,1,3,2,3,0,0,0,1,3,11,2,14,3,3,1,65,58
1590,1,16,2,16,3,12,3,24,1,24,1,8,3,12,24,16,8,-15,24,2,1,2,1,0,0,2,23,0,2,1,NULL,NULL,NULL,0,0,0,0,0,0,0,2,2,14,3,14,6,0,3,44,48
1591,2,7,3,6,3,1,3,42,4,16,1,8,4,-15,-50,-15,-50,-15,-50,2,2,2,2,0,0,24,7,0,1,0,NULL,NULL,NULL,1,2,2,2,1,3,2,2,1,14,6,14,7,0,1,14,56
1592,1,42,1,16,1,6,2,16,3,16,4,12,3,6,16,16,12,-15,16,2,1,1,1,0,2,27,2,0,1,1,NULL,NULL,NULL,2,3,0,0,0,0,0,1,2,14,7,17,7,3,0,64,44
1593,2,8,3,7,3,3,2,8,1,8,1,6,4,7,6,3,8,-15,-50,1,2,2,0,0,0,26,0,0,1,0,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,17,7,17,8,0,1,18,21
1594,1,52,1,16,1,8,3,42,3,8,1,4,3,8,8,16,4,-15,-15,0,1,0,0,1,0,21,27,0,1,2,NULL,NULL,NULL,1,2,0,0,0,0,2,1,1,17,8,20,8,3,0,76,62
1595,2,42,1,6,4,1,1,24,1,16,4,7,4,6,7,42,16,-15,24,2,1,2,2,0,0,27,23,0,2,2,NULL,NULL,NULL,2,2,0,0,0,0,0,2,2,20,8,20,12,0,4,49,37
1596,1,52,1,16,2,1,3,24,3,8,2,3,1,1,3,-15,-50,-15,-50,2,2,2,0,0,0,4,6,0,1,0,NULL,NULL,NULL,2,3,0,0,0,0,0,2,1,20,12,20,13,0,1,69,43
1597,2,24,3,7,1,2,3,16,3,8,4,6,1,-15,-50,-15,-50,-15,-50,2,2,2,2,0,0,23,2,1,1,0,NULL,NULL,NULL,2,3,1,3,0,0,0,2,1,20,13,20,14,0,1,33,29
1598,1,40,2,2,4,1,3,42,4,16,1,16,4,1,16,40,42,-15,-50,2,2,2,2,0,0,29,7,0,1,0,NULL,NULL,NULL,0,0,0,0,0,0,0,2,3,20,14,20,17,0,3,43,60
1599,2,16,4,2,2,2,2,42,4,24,1,16,1,16,16,2,42,-15,-50,0,2,2,0,0,0,27,29,0,2,2,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,20,17,20,20,0,3,20,60
1600,1,8,1,7,4,6,2,24,3,12,1,4,3,6,24,7,4,-15,12,2,1,2,1,0,0,0,7,0,1,0,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,20,20,20,21,0,1,21,35
1602,2,8,4,7,2,3,2,52,3,24,1,2,1,3,24,7,2,-15,52,2,1,2,0,0,0,6,26,0,1,0,NULL,NULL,NULL,2,1,0,0,0,0,1,2,2,0,0,0,2,0,2,18,61
1603,1,8,3,7,1,3,2,8,1,7,1,3,4,8,3,7,8,-15,7,1,2,2,1,0,0,26,6,2,1,1,NULL,NULL,NULL,1,3,0,0,0,0,0,2,1,0,2,1,3,1,1,18,18
1604,2,40,2,16,3,3,4,24,3,6,1,2,4,16,6,-46,-15,-46,-15,1,1,1,0,0,0,28,25,0,1,2,NULL,NULL,NULL,2,3,0,0,0,0,1,1,1,1,3,4,3,3,0,59,42
1605,1,16,2,4,1,3,4,50,3,24,4,24,1,16,-50,NULL,-50,-15,-50,2,2,2,2,0,0,7,24,0,2,1,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,4,3,4,5,0,2,23,78
1606,2,12,3,1,4,1,2,16,1,8,4,2,3,12,8,-46,-15,-46,-15,1,1,1,2,0,0,4,5,0,1,0,NULL,NULL,NULL,1,2,0,0,0,0,0,1,1,4,5,5,5,1,0,14,19
1607,1,50,4,16,1,3,1,8,2,6,2,1,3,16,1,3,6,-15,8,1,2,1,0,0,0,6,4,0,1,0,NULL,NULL,NULL,2,2,0,0,0,0,1,1,2,5,5,7,5,2,0,69,25
1608,2,40,2,24,4,2,4,52,1,7,1,3,3,2,7,-15,52,-15,-50,2,2,2,0,0,0,7,6,0,1,0,NULL,NULL,NULL,2,1,0,0,0,0,1,2,2,7,5,7,7,0,2,66,79
1609,1,16,4,3,4,2,3,52,2,24,1,16,2,16,24,-10,16,-15,-50,2,2,2,0,0,0,27,3,0,1,2,NULL,NULL,NULL,2,2,1,2,0,0,0,2,1,7,7,9,8,2,1,21,71
1610,2,7,4,3,1,2,4,7,2,4,3,2,3,7,4,2,7,-46,2,1,2,1,1,0,0,6,25,0,2,1,NULL,NULL,NULL,2,1,0,0,0,0,0,1,1,9,8,10,9,1,1,12,12
1611,1,42,1,16,1,8,1,16,4,16,2,3,1,16,3,8,16,-15,16,1,2,2,0,0,0,27,28,0,2,2,NULL,NULL,NULL,0,0,0,0,0,0,0,1,3,10,9,13,11,3,2,66,35
1612,2,24,3,8,3,2,3,12,1,3,2,2,2,8,3,24,-10,-15,-10,1,1,1,0,0,0,28,26,0,1,2,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,13,11,16,11,3,0,34,22
1613,1,12,2,6,2,1,2,8,3,7,4,1,1,6,7,12,1,-15,-50,2,1,2,2,0,0,25,4,0,1,0,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,16,11,16,12,0,1,19,15
1614,2,52,1,24,3,7,2,8,2,8,1,1,3,7,8,52,1,-15,8,2,1,1,0,0,0,3,4,0,1,0,NULL,NULL,NULL,0,0,0,0,0,0,0,1,2,16,12,18,12,2,0,83,33
1615,1,16,4,7,3,3,4,24,3,8,1,3,2,7,8,16,3,-15,-50,2,1,2,0,0,0,26,6,0,1,0,NULL,NULL,NULL,2,3,0,0,0,0,0,2,1,18,12,18,13,0,1,26,34
1616,2,40,2,7,4,4,1,42,1,8,1,3,2,4,8,7,3,-15,42,2,1,2,1,0,0,7,27,2,1,0,NULL,NULL,NULL,0,0,0,0,0,0,0,2,3,18,13,18,16,0,3,51,52
1617,1,16,4,8,4,1,4,42,3,24,1,24,2,1,24,-15,-50,-15,-50,2,2,2,2,0,0,26,7,0,1,1,NULL,NULL,NULL,1,2,0,0,0,0,2,2,1,18,16,19,17,1,1,25,74
1618,2,24,3,8,3,6,1,7,1,3,1,3,4,6,3,8,-10,-15,-10,1,1,1,2,0,0,23,26,1,2,1,NULL,NULL,NULL,2,1,0,0,0,0,1,1,1,19,17,20,18,1,1,38,18
1619,1,7,4,3,3,1,1,16,3,6,2,2,3,7,16,3,2,-15,-50,2,1,2,0,0,0,30,5,0,1,1,NULL,NULL,NULL,1,2,0,0,0,0,2,2,1,20,18,21,19,1,1,11,21
1620,2,24,1,8,3,8,4,24,1,16,3,6,2,8,6,8,16,-15,24,1,2,1,0,0,0,23,3,0,1,0,NULL,NULL,NULL,1,2,0,0,0,0,0,1,2,21,19,23,19,2,0,40,38
1621,1,16,2,7,2,2,4,42,3,16,1,16,1,7,-50,NULL,-50,-15,-50,2,2,2,0,0,0,27,29,0,2,2,NULL,NULL,NULL,2,2,0,0,0,0,0,2,1,23,19,23,22,0,3,25,65
1623,1,16,4,16,3,3,1,8,3,7,3,6,1,16,6,16,-10,-15,-10,1,1,1,2,0,0,28,20,1,1,2,NULL,NULL,NULL,1,3,0,0,0,0,2,1,1,0,1,3,1,3,0,35,30
1624,2,40,2,24,4,3,3,6,2,4,4,2,4,3,4,24,6,-15,-10,2,1,1,2,0,0,30,25,0,1,5,NULL,NULL,NULL,2,3,1,3,0,0,0,1,2,3,1,10,1,7,0,67,32
1625,1,42,1,2,1,1,4,7,2,7,3,3,2,1,3,42,7,-15,-50,2,1,2,2,0,0,31,6,0,1,1,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,10,1,11,2,1,1,45,12
1626,2,50,4,24,1,3,4,8,2,7,2,4,4,24,7,3,4,-15,8,1,2,2,0,0,0,6,27,0,2,1,NULL,NULL,NULL,2,3,0,0,0,0,1,1,3,11,2,14,3,3,1,77,36
1627,1,16,3,8,3,7,1,8,2,3,4,2,1,7,8,8,2,-46,-15,2,1,1,0,0,0,22,31,0,2,1,NULL,NULL,NULL,1,3,0,0,0,0,0,1,1,14,3,15,4,1,1,31,18
1628,2,24,1,24,3,12,3,8,2,3,1,1,3,12,8,-46,-15,-46,-15,1,1,1,0,0,0,3,30,0,2,1,NULL,NULL,NULL,2,3,0,0,0,0,1,1,1,15,4,16,5,1,1,60,33
1629,1,52,1,8,4,1,2,40,1,24,2,3,3,1,3,52,24,-15,40,2,1,2,0,0,0,21,30,0,2,1,NULL,NULL,NULL,2,2,1,3,0,0,0,2,4,16,5,16,10,0,5,61,51
1630,2,50,4,7,1,2,1,7,2,6,3,3,1,7,6,2,3,-15,7,1,2,1,1,0,0,5,26,2,2,1,NULL,NULL,NULL,2,2,0,0,0,0,1,1,2,16,10,18,11,2,1,59,17
1631,1,40,2,16,1,8,4,52,3,24,1,4,4,8,24,16,4,-15,52,2,1,2,2,0,0,7,30,1,2,1,NULL,NULL,NULL,0,0,0,0,0,0,0,2,4,18,11,18,16,0,5,64,72
1632,2,16,2,8,4,4,1,8,4,8,2,1,4,4,1,8,8,-15,-15,1,0,0,1,0,0,27,4,2,1,1,NULL,NULL,NULL,2,3,0,0,0,0,1,1,1,18,16,20,16,2,0,28,17
1633,1,42,1,24,3,12,2,16,1,12,3,7,2,12,16,24,7,-15,12,2,1,1,0,0,0,30,21,0,1,2,NULL,NULL,NULL,2,2,0,0,0,0,0,1,2,20,16,24,16,4,0,78,47
1634,2,8,1,7,4,3,3,40,1,8,2,7,3,8,8,-15,-50,-15,-50,0,2,2,1,0,2,20,20,1,1,0,NULL,NULL,NULL,2,1,0,0,0,0,1,2,1,1,0,1,1,0,1,18,54
1635,1,42,1,8,3,4,1,52,1,3,1,1,2,8,1,42,52,-15,3,1,2,1,0,0,0,27,27,0,2,1,NULL,NULL,NULL,0,0,0,0,0,0,0,1,2,1,1,3,2,2,1,54,61
1636,2,16,4,7,3,4,3,16,4,8,2,1,1,4,16,7,1,-15,8,2,2,2,0,0,0,22,4,0,1,1,NULL,NULL,NULL,0,0,0,0,0,0,0,1,2,3,2,6,2,3,0,27,24
1637,1,40,2,3,3,1,4,7,1,6,2,4,3,1,4,40,6,-15,-50,2,1,2,1,0,0,7,7,0,2,1,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,6,2,6,4,0,2,44,14
1638,2,16,3,12,3,4,4,24,3,6,4,3,2,4,3,12,24,-15,6,1,2,1,2,0,1,30,23,0,1,0,1,NULL,NULL,1,2,0,0,0,0,0,1,2,6,4,11,4,5,0,32,39
1639,1,52,1,6,1,6,3,24,3,12,4,2,4,6,12,6,2,-15,24,2,1,1,1,0,0,21,28,2,2,1,NULL,NULL,NULL,2,3,0,0,0,0,1,1,2,11,4,13,5,2,1,64,32
1640,2,8,1,3,3,3,2,16,4,6,2,3,2,3,16,8,6,-15,-50,2,1,2,2,0,0,6,28,1,1,0,2,NULL,NULL,2,3,1,3,0,0,0,2,1,13,5,13,9,0,4,14,22
1641,1,24,4,16,3,12,2,12,2,3,2,1,1,24,1,-46,-15,-46,-15,1,1,1,0,0,2,3,27,1,2,1,NULL,NULL,NULL,1,3,0,0,0,0,2,1,1,13,9,14,10,1,1,52,29
1642,2,12,3,8,4,6,1,24,1,24,4,2,3,-15,-50,-15,-50,-15,-50,2,2,2,2,0,0,1,5,1,1,0,NULL,NULL,NULL,1,2,0,0,0,0,2,2,1,14,10,14,11,0,1,26,34
1643,2,24,3,16,1,7,4,8,4,2,1,1,2,-46,-10,-46,-10,-15,-10,1,1,1,2,0,0,3,5,1,1,0,NULL,NULL,NULL,1,3,0,0,0,0,0,1,1,17,11,18,11,1,0,47,25
1644,1,24,3,12,2,6,2,16,2,7,1,3,2,24,3,12,16,-15,7,1,2,2,2,0,0,21,26,1,2,1,NULL,NULL,NULL,2,2,1,3,2,3,0,2,2,18,11,18,14,0,3,42,31
1645,2,24,2,24,2,7,3,16,3,6,1,4,3,24,16,-46,-15,-46,-15,1,1,1,1,0,0,23,27,2,2,2,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,18,14,19,16,1,2,55,44
1646,1,24,3,16,1,6,4,42,2,4,1,3,4,24,42,-46,4,-46,-15,2,1,1,1,0,0,3,33,0,2,1,NULL,NULL,NULL,1,3,0,0,0,0,0,1,1,19,16,20,17,1,1,46,61
1647,2,52,1,16,3,7,1,3,4,2,4,1,2,-46,-10,-46,-10,-15,-10,1,1,1,0,0,0,2,6,0,1,0,NULL,NULL,NULL,2,1,0,0,0,0,0,1,1,20,17,21,17,1,0,75,20
1648,1,24,1,16,3,6,1,50,1,42,4,12,2,24,42,16,12,-15,50,2,1,2,0,0,0,25,7,0,1,1,NULL,NULL,NULL,2,2,0,0,0,0,1,2,4,21,17,22,21,1,4,46,78
1649,2,12,3,3,2,2,1,42,3,24,1,16,1,2,24,-10,16,-15,-50,2,2,2,2,0,0,27,32,1,1,0,2,NULL,NULL,1,2,0,0,0,0,0,2,2,22,21,22,26,0,5,17,61
1651,1,24,4,16,2,3,2,7,1,6,3,2,1,16,2,3,6,-15,7,1,2,2,2,0,0,6,5,1,2,1,NULL,NULL,NULL,0,0,0,0,0,0,0,1,2,1,2,3,3,2,1,43,25
1652,2,16,2,7,1,6,2,12,4,7,2,2,4,6,2,7,12,-46,7,1,2,1,0,0,0,2,21,0,1,0,NULL,NULL,NULL,1,2,0,0,0,0,0,1,1,3,3,4,3,1,0,29,21
1653,2,50,4,7,3,6,4,4,1,2,3,1,1,-46,-10,-46,-10,-15,-10,1,1,1,0,0,0,1,7,0,2,1,NULL,NULL,NULL,2,3,0,0,0,0,1,1,1,7,5,8,6,1,1,63,12
1654,1,16,2,8,1,6,2,7,2,7,3,4,4,16,4,6,7,-46,7,1,2,1,2,0,0,22,7,1,2,1,NULL,NULL,NULL,1,2,0,0,0,0,2,1,1,8,6,9,7,1,1,30,19
1655,2,24,3,7,3,6,1,24,1,16,4,6,2,6,24,24,16,-15,6,2,1,1,0,0,0,23,3,0,1,0,NULL,NULL,NULL,2,1,0,0,0,0,1,1,2,0,0,2,0,2,0,37,37
1656,1,16,4,3,2,2,4,8,4,8,2,4,3,16,4,3,8,-15,-50,1,2,2,1,0,0,28,7,0,1,1,NULL,NULL,NULL,1,2,0,0,0,0,2,2,1,2,0,3,1,1,1,21,15
1657,2,16,1,16,4,16,4,2,2,2,3,1,3,-46,1,-46,-15,-46,-15,1,1,1,0,0,0,2,29,0,2,1,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,3,1,4,2,1,1,48,19
1658,1,24,3,7,3,2,4,6,2,3,3,2,2,24,3,2,2,-15,-15,1,0,0,2,0,0,28,6,1,1,1,NULL,NULL,NULL,1,2,0,0,0,0,0,1,1,4,2,6,2,2,0,33,15
1659,2,24,3,12,3,1,4,16,2,8,4,1,1,24,16,1,8,-46,1,1,2,1,2,0,0,27,22,0,1,1,NULL,NULL,NULL,1,2,0,0,0,0,2,1,1,6,2,8,2,2,0,37,29
1660,1,24,3,12,1,6,1,12,2,3,3,3,3,6,12,12,3,-46,-15,2,1,1,2,0,0,3,27,1,2,1,NULL,NULL,NULL,1,2,0,0,0,0,2,1,1,8,2,9,3,1,1,42,27
1661,2,50,4,16,2,6,2,16,1,12,2,7,2,16,16,-46,12,-46,-15,0,1,1,0,0,0,2,23,0,1,0,2,NULL,NULL,0,0,0,0,0,0,0,1,1,9,3,10,6,1,3,72,39
1662,1,52,1,8,4,7,2,42,2,40,1,16,3,8,16,52,40,-15,42,2,1,2,1,0,0,1,7,2,1,0,NULL,NULL,NULL,2,2,1,3,2,3,0,2,2,10,6,10,8,0,2,67,66
1663,2,52,1,6,4,2,3,24,1,12,3,1,2,2,24,52,12,-15,-10,2,1,1,0,0,0,21,24,0,2,1,NULL,NULL,NULL,2,1,0,0,0,0,0,1,1,10,8,11,9,1,1,60,31
1664,1,16,2,16,3,8,3,52,3,24,1,2,3,16,24,8,2,-15,52,2,1,2,1,0,0,22,28,2,2,1,NULL,NULL,NULL,2,3,0,0,0,0,0,2,3,11,9,11,13,0,4,40,70
1665,2,8,3,2,3,2,4,52,1,16,1,1,4,2,16,2,1,-15,-50,2,1,2,2,0,0,25,26,1,2,1,NULL,NULL,NULL,2,3,0,0,0,0,0,2,2,11,13,11,16,0,3,12,55
1666,1,24,2,16,3,6,3,8,4,4,2,2,1,16,2,6,8,-46,4,1,2,1,0,0,0,3,7,0,1,0,NULL,NULL,NULL,1,3,0,0,0,0,2,1,1,11,16,12,16,1,0,46,26
1667,2,24,3,7,1,2,3,24,4,8,1,2,3,2,24,24,8,-15,-10,2,1,1,0,0,0,5,25,0,2,1,NULL,NULL,NULL,2,1,0,0,0,0,0,1,1,12,16,13,17,1,1,33,33
1668,1,8,1,7,2,2,4,50,2,6,4,4,3,-10,-50,-10,-50,-15,-50,2,2,2,2,0,0,25,21,1,1,0,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,13,17,13,18,0,1,17,61
1669,2,40,2,8,3,4,1,50,1,24,4,16,2,40,24,8,-50,-15,-50,1,2,2,2,0,0,7,3,1,1,0,NULL,NULL,NULL,1,3,0,0,0,0,2,2,1,13,18,13,19,0,1,52,74
1670,1,16,2,7,3,2,1,12,2,8,3,4,4,16,4,7,8,-15,-50,1,2,2,0,0,0,22,7,0,1,0,NULL,NULL,NULL,2,2,0,0,0,0,0,2,1,13,19,13,20,0,1,25,23
1671,2,8,4,3,1,1,3,24,3,12,4,6,1,1,12,-15,-50,-15,-50,2,2,2,1,0,0,6,3,2,1,0,NULL,NULL,NULL,2,3,0,0,0,0,1,2,1,13,20,13,21,0,1,12,33
1672,1,16,1,16,4,1,1,12,3,6,3,4,3,16,4,16,-10,-15,-10,1,1,1,2,0,0,4,28,1,2,1,NULL,NULL,NULL,1,1,0,0,0,0,2,1,1,13,21,14,22,1,1,33,32
1673,2,24,1,12,3,6,4,50,3,16,4,8,2,24,16,6,8,-15,50,1,2,2,1,0,0,21,23,2,1,0,NULL,NULL,NULL,0,0,0,0,0,0,0,2,3,14,22,14,25,0,3,42,70
1675,1,16,3,7,4,3,2,52,4,40,1,8,2,3,8,-15,-50,-15,-50,2,2,2,2,0,0,26,27,1,2,2,NULL,NULL,NULL,1,3,0,0,0,0,2,2,1,1,0,1,3,0,3,26,67
1676,2,24,2,16,1,8,2,4,2,3,3,3,3,8,3,-46,-15,-46,-15,1,1,1,0,0,0,25,33,0,2,2,NULL,NULL,NULL,1,2,0,0,0,0,2,1,1,1,3,2,5,1,2,48,23
1677,1,8,1,7,2,7,2,16,1,2,2,2,1,7,16,7,2,-46,-15,2,1,1,0,0,0,20,27,0,2,1,NULL,NULL,NULL,2,2,0,0,0,0,0,1,1,2,5,3,6,1,1,22,25
1678,2,24,1,16,2,12,4,24,1,8,3,7,1,12,24,16,7,-15,-10,2,1,1,2,0,0,25,3,1,1,1,NULL,NULL,NULL,0,0,0,0,0,0,0,1,2,3,6,6,6,3,0,52,47
1679,1,42,1,24,2,1,2,8,3,7,3,3,4,24,3,-46,-15,-46,-15,1,1,1,2,0,0,7,6,1,1,0,NULL,NULL,NULL,1,3,2,3,0,0,0,1,1,6,6,7,6,1,0,67,35
1680,2,16,2,7,4,4,1,52,2,16,1,3,3,4,16,7,3,-15,52,2,1,2,2,0,0,22,23,1,1,0,NULL,NULL,NULL,1,3,2,3,0,0,1,2,3,7,6,7,9,0,3,27,62
1681,1,7,2,6,4,2,3,24,4,6,1,4,4,2,4,7,6,-15,24,2,1,2,0,0,0,25,7,0,1,1,NULL,NULL,NULL,1,3,0,0,0,0,2,2,2,7,9,8,11,1,2,15,34
1682,2,40,2,16,1,1,4,12,4,7,2,1,2,16,12,-46,-15,-46,-15,1,1,1,2,0,0,7,25,1,1,0,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,8,11,9,11,1,0,57,29
1683,1,4,4,3,3,3,4,40,1,8,2,6,2,-10,-50,-10,-50,-15,-50,2,2,2,0,0,0,7,27,0,1,0,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,9,11,9,12,0,1,10,49
1684,2,16,4,8,3,2,1,4,4,3,4,2,2,-46,-10,-46,-10,-15,-10,1,1,1,0,0,0,22,7,0,1,0,NULL,NULL,NULL,2,2,0,0,0,0,1,1,1,9,12,10,12,1,0,26,14
1685,1,24,2,7,3,6,1,6,1,2,4,1,1,24,1,6,-10,-15,-10,1,1,1,0,0,0,3,29,0,2,1,NULL,NULL,NULL,2,3,0,0,0,0,1,1,1,10,12,11,13,1,1,37,14
1686,2,8,2,8,2,1,3,24,1,7,2,3,1,-10,24,-10,-50,-15,-50,2,2,2,0,0,0,24,6,0,1,1,NULL,NULL,NULL,2,2,0,0,0,0,1,2,1,11,13,12,14,1,1,17,35
1687,1,7,4,6,2,1,3,24,3,8,4,6,2,7,8,-10,6,-15,-50,2,2,2,2,0,0,4,3,1,2,1,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,12,14,12,16,0,2,14,36
1688,2,42,1,8,4,4,1,24,3,8,2,7,4,4,24,8,7,-15,8,2,1,1,0,0,0,7,3,0,1,0,NULL,NULL,NULL,2,3,1,3,0,0,0,1,2,12,16,14,16,2,0,54,39
1689,1,24,4,7,4,1,2,12,3,8,2,8,1,24,8,7,8,-15,-50,1,2,2,0,0,1,27,21,0,1,1,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,14,16,15,17,1,1,32,27
1690,2,52,1,16,4,6,3,24,1,16,3,6,2,6,24,16,6,-15,-10,2,1,1,0,0,0,23,25,0,2,1,NULL,NULL,NULL,1,2,0,0,0,0,2,1,2,15,17,17,18,2,1,74,46
1691,1,7,3,3,4,2,3,42,1,24,1,6,4,2,6,-15,-50,-15,-50,2,2,2,1,0,0,6,7,0,1,0,NULL,NULL,NULL,2,2,0,0,0,0,1,2,1,17,18,17,19,0,1,12,51
1692,2,50,4,24,2,8,3,8,3,6,3,2,3,8,8,-46,6,-46,-15,0,1,1,2,0,0,3,25,0,1,0,2,NULL,NULL,1,2,0,0,0,0,2,1,1,17,19,18,22,1,3,82,34
1693,1,50,4,7,4,6,1,7,3,6,1,3,1,7,7,-46,-15,-46,-15,0,1,1,2,0,0,21,26,1,1,0,2,NULL,NULL,1,3,0,0,0,0,2,1,1,18,22,19,25,1,3,63,17
1694,1,8,3,7,3,1,3,16,2,4,3,2,1,1,2,7,4,-15,16,2,1,2,1,0,0,24,29,2,2,2,NULL,NULL,NULL,1,2,0,0,0,0,0,2,2,0,0,0,4,0,4,16,25
1695,2,42,1,7,3,4,4,6,4,3,1,1,1,4,1,7,-10,-15,-10,1,1,1,0,0,0,7,24,0,1,0,NULL,NULL,NULL,1,2,0,0,0,0,2,1,1,0,4,1,4,1,0,53,14
1696,1,24,2,8,2,6,2,16,1,7,3,6,1,24,6,6,7,-15,16,1,2,2,0,0,0,23,2,0,1,0,NULL,NULL,NULL,1,3,2,3,0,0,0,2,2,1,4,1,6,0,2,38,30
1697,2,8,1,6,4,1,2,24,2,8,3,4,4,1,24,6,4,-46,-15,2,1,1,1,0,0,4,7,2,1,1,NULL,NULL,NULL,2,3,0,0,0,0,0,1,1,1,6,3,6,2,0,15,34
1698,1,8,1,7,1,1,1,12,3,6,2,3,3,1,3,-15,-50,-15,-50,2,2,2,0,0,0,24,6,0,1,1,NULL,NULL,NULL,1,2,0,0,0,0,2,2,1,3,6,4,7,1,1,16,22
1699,2,40,2,12,3,6,4,24,2,7,2,2,4,6,24,12,7,-46,-15,2,1,1,0,0,0,28,25,0,1,1,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,4,7,6,7,2,0,58,38
1700,1,42,1,12,2,1,4,50,3,2,4,1,3,12,1,1,2,-15,50,1,2,2,0,0,0,7,26,0,2,1,NULL,NULL,NULL,0,0,0,0,0,0,0,2,4,6,7,6,12,0,5,55,63
1701,2,6,4,3,2,1,1,24,1,16,1,6,1,-10,24,-10,-50,-15,-50,2,2,2,2,0,0,6,25,1,1,0,2,NULL,NULL,0,0,0,0,0,0,0,2,1,6,12,6,16,0,4,10,33
1702,1,8,3,3,2,2,4,7,2,7,1,4,3,8,4,-46,-15,-46,-15,1,1,1,1,0,0,31,7,2,1,1,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,6,16,8,16,2,0,13,14
1703,2,6,4,6,2,1,1,24,1,8,2,3,3,1,24,6,3,-15,8,2,1,2,2,0,0,4,6,1,1,1,NULL,NULL,NULL,0,0,0,0,0,0,0,2,2,8,16,9,18,1,2,13,33
1704,1,7,2,4,1,3,4,16,3,4,1,1,2,7,16,3,1,-46,-15,2,1,1,0,0,0,7,7,0,2,1,NULL,NULL,NULL,1,2,0,0,0,0,0,1,1,9,18,10,19,1,1,14,21
1705,2,16,3,7,3,3,3,24,1,24,1,1,2,3,24,7,1,-15,-50,2,1,2,1,0,0,28,4,2,1,1,NULL,NULL,NULL,2,3,0,0,0,0,1,2,1,10,19,11,20,1,1,26,32
1706,1,12,3,8,1,8,3,6,2,3,2,1,3,12,-10,-46,-10,-15,-10,1,1,1,2,0,0,1,30,1,2,1,NULL,NULL,NULL,1,3,0,0,0,0,0,1,1,11,20,12,21,1,1,28,15
1707,2,52,1,42,3,16,1,24,1,6,4,3,2,42,24,-1,3,-46,6,1,2,1,0,0,0,28,6,0,1,1,NULL,NULL,NULL,2,2,0,0,0,0,1,1,2,12,21,15,21,3,0,110,69
1708,1,50,4,3,1,2,3,40,1,12,2,6,2,2,6,50,12,-15,-50,2,1,2,0,0,0,31,27,0,1,2,NULL,NULL,NULL,1,2,0,0,0,0,2,2,1,15,21,17,22,2,1,55,49
1709,2,16,1,8,3,4,1,3,3,2,1,1,1,-46,-10,-46,-10,-15,-10,1,1,1,0,0,0,27,35,0,1,0,2,NULL,NULL,1,2,0,0,0,0,2,1,1,17,22,18,25,1,3,28,12
1711,1,8,4,7,4,1,3,16,2,3,1,3,4,8,16,-10,3,-15,-50,2,2,2,0,0,0,24,6,0,1,0,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,1,0,1,1,0,1,16,26
1712,2,24,2,3,4,1,4,42,1,24,1,4,3,1,24,24,4,-15,-50,2,1,2,0,0,0,6,7,0,1,1,NULL,NULL,NULL,2,3,0,0,0,0,0,2,1,1,1,2,2,1,1,28,49
1713,1,40,2,16,4,8,3,12,3,6,2,4,4,16,4,8,12,-46,-15,1,2,1,1,0,0,7,7,2,2,1,NULL,NULL,NULL,1,3,0,0,0,0,2,1,2,2,2,4,3,2,1,64,32
1714,2,52,1,8,3,8,2,4,2,1,3,1,1,8,1,8,-10,-15,-10,1,1,1,1,0,0,1,7,2,1,1,NULL,NULL,NULL,2,2,0,0,0,0,1,1,1,4,3,6,3,2,0,68,13
